AssemblyAccession	PhylumRenamed	AddAB	AddABJ	AdnAB	RecBCD	RecFOR	RecOR
GCF_000166395.1	Bacteroidota	0	0	0	0	0	0
GCF_000166415.1	Bacillota	0	0	0	0	0	0
GCF_000166695.1	Bacillota	1	0	0	0	0	0
GCF_000166775.1	Bacillota	1	0	0	0	0	0
GCF_000166935.1	Pseudomonadota	0	0	0	0	0	0
GCF_000167195.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000170955.2	Spirochaetota	0	0	0	0	0	0
GCF_000172155.1	Verrucomicrobiota	1	0	0	0	0	0
GCF_000174355.1	Pseudomonadota	0	0	0	0	0	0
GCF_000174435.1	Pseudomonadota	1	0	0	0	0	0
GCF_000175215.2	Pseudomonadota	1	0	0	0	0	0
GCF_000175295.2	Bacillota	0	0	0	0	0	0
GCF_000176035.2	Pseudomonadota	1	0	0	0	0	0
GCF_000176915.2	Pseudomonadota	0	0	0	0	0	0
GCF_000177215.2	Pseudomonadota	1	0	0	0	0	0
GCF_000177235.2	Bacillota	1	0	0	0	0	0
GCF_000177535.2	Actinomycetota	0	0	1	0	0	0
GCF_000177635.2	Other	1	0	0	0	0	0
GCF_000178835.2	Bacillota	1	0	0	0	0	0
GCF_000178855.1	Chloroflexota	0	0	0	0	0	0
GCF_000178875.2	Pseudomonadota	0	0	0	1	0	0
GCF_000178955.2	Acidobacteriota	1	0	0	0	0	0
GCF_000178975.2	Acidobacteriota	1	0	0	0	0	0
GCF_000179595.2	Bacillota	0	0	0	0	0	0
GCF_000179615.1	Bacillota	1	0	0	0	0	0
GCF_000179635.2	Bacillota	1	1	0	0	0	0
GCF_000179915.2	Acidobacteriota	1	0	0	0	0	0
GCF_000181575.2	Spirochaetota	0	0	0	0	0	0
GCF_000181875.2	Spirochaetota	0	0	0	0	0	0
GCF_000181895.2	Spirochaetota	0	0	0	0	0	0
GCF_000182745.2	Pseudomonadota	1	0	0	0	0	0
GCF_000183135.1	Bacteroidota	0	0	0	0	0	0
GCF_000183405.1	Deferribacterota	1	0	0	0	0	0
GCF_000183425.1	Bacteroidota	1	0	0	0	0	0
GCF_000183525.2	Bacillota	1	0	0	0	0	0
GCF_000183545.2	Bacillota	1	0	0	0	0	0
GCF_000183725.1	Pseudomonadota	1	0	0	0	0	0
GCF_000183745.1	Deinococcota	0	0	0	0	0	0
GCF_000184345.1	Spirochaetota	0	0	0	0	0	0
GCF_000184685.1	Actinomycetota	0	0	1	0	0	0
GCF_000184705.1	Bacillota	1	0	0	0	0	0
GCF_000185145.2	Bacteroidota	1	0	0	0	0	0
GCF_000185385.1	Bacillota	1	0	0	0	0	0
GCF_000185445.1	Actinomycetota	0	0	1	0	0	0
GCF_000185505.1	Bacillota	1	0	0	0	0	0
GCF_000185705.2	Pseudomonadota	0	0	0	0	0	0
GCF_000185725.2	Actinomycetota	0	0	0	0	0	0
GCF_000185805.1	Aquificota	0	0	0	0	0	0
GCF_000185885.1	Bacillota	1	0	0	0	0	0
GCF_000186005.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000186225.1	Bacteroidota	1	0	0	0	0	0
GCF_000186245.1	Pseudomonadota	1	0	0	0	0	0
GCF_000186265.1	Bacteroidota	1	0	0	0	0	0
GCF_000186345.1	Planctomycetota	0	0	0	0	0	0
GCF_000186385.1	Deinococcota	0	0	0	0	0	0
GCF_000186885.1	Pseudomonadota	0	0	0	1	0	0
GCF_000187125.1	Bacillota	1	0	0	0	0	0
GCF_000187465.1	Bacillota	1	0	0	0	0	0
GCF_000187585.1	Bacillota	1	0	0	0	0	0
GCF_000187935.1	Bacillota	1	0	0	0	0	0
GCF_000188195.1	Pseudomonadota	0	0	0	1	0	0
GCF_000189755.2	Bacillota	1	0	0	0	0	0
GCF_000189775.2	Bacillota	1	0	0	0	0	0
GCF_000190435.1	Spirochaetota	1	0	0	0	0	0
GCF_000190555.1	Deinococcota	0	0	0	0	0	0
GCF_000190575.1	Bacteroidota	1	0	0	0	0	0
GCF_000190595.1	Bacteroidota	1	0	0	0	0	0
GCF_000190635.1	Bacillota	1	0	0	0	0	0
GCF_000190735.1	Bacteroidota	1	0	0	0	0	0
GCF_000190755.2	Pseudomonadota	0	0	0	0	0	0
GCF_000191065.1	Bacteroidota	1	0	0	0	0	0
GCF_000191105.1	Bacillota	1	0	0	0	0	0
GCF_000191145.1	Pseudomonadota	0	0	0	1	0	0
GCF_000192575.1	Pseudomonadota	1	0	0	0	0	0
GCF_000192745.1	Pseudomonadota	1	0	0	0	0	0
GCF_000192865.1	Pseudomonadota	0	0	0	1	0	0
GCF_000193435.2	Bacillota	1	0	0	0	0	0
GCF_000194135.1	Pseudomonadota	1	0	0	0	0	0
GCF_000194605.1	Bacteroidota	0	0	0	0	0	0
GCF_000194985.1	Bacillota	1	0	0	0	0	0
GCF_000195275.1	Spirochaetota	1	0	0	0	0	0
GCF_000195295.1	Pseudomonadota	1	0	0	0	0	0
GCF_000195315.1	Actinomycetota	0	0	0	0	0	0
GCF_000195335.1	Deinococcota	0	0	0	0	0	0
GCF_000195555.1	Pseudomonadota	0	0	0	1	0	0
GCF_000195635.1	Bacteroidota	1	0	0	0	0	0
GCF_000195875.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000195955.2	Actinomycetota	0	0	1	1	0	0
GCF_000196035.1	Bacillota	1	0	0	0	0	0
GCF_000196115.1	Planctomycetota	1	0	0	0	0	0
GCF_000196135.1	Pseudomonadota	0	0	0	0	0	0
GCF_000196155.1	Pseudomonadota	0	0	0	1	0	0
GCF_000196175.1	Pseudomonadota	0	0	0	0	0	0
GCF_000196275.1	Deinococcota	0	0	0	0	0	0
GCF_000196315.1	Bacteroidota	1	0	0	0	0	0
GCF_000196355.1	Pseudomonadota	1	0	0	0	0	0
GCF_000196435.1	Pseudomonadota	1	0	0	0	0	0
GCF_000196455.1	Bacillota	1	0	0	0	0	0
GCF_000196475.1	Pseudomonadota	0	0	0	1	0	0
GCF_000196495.1	Pseudomonadota	0	0	0	1	0	0
GCF_000196515.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000196535.1	Actinomycetota	0	0	1	0	0	0
GCF_000196615.1	Pseudomonadota	0	0	0	1	0	0
GCF_000196675.1	Actinomycetota	0	0	1	1	0	0
GCF_000196795.1	Pseudomonadota	0	0	0	1	0	0
GCF_000196875.2	Pseudomonadota	0	0	0	1	0	0
GCF_000197735.1	Actinomycetota	0	0	1	0	0	0
GCF_000198775.1	Pseudomonadota	0	0	0	1	0	0
GCF_000199675.1	Chloroflexota	0	0	0	0	0	0
GCF_000200595.1	Pseudomonadota	0	0	0	0	0	0
GCF_000200735.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000202835.1	Pseudomonadota	1	0	0	0	0	0
GCF_000203215.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000204015.1	Pseudomonadota	1	0	0	0	0	0
GCF_000204255.1	Chlamydiota	0	0	0	0	0	0
GCF_000205025.1	Pseudomonadota	0	0	0	1	0	0
GCF_000208385.1	Spirochaetota	1	0	0	0	0	0
GCF_000208405.1	Bacillota	1	0	0	0	0	0
GCF_000210095.1	Bacillota	1	0	0	0	0	0
GCF_000210375.1	Cyanobacteriota	1	0	0	0	0	0
GCF_000210575.1	Bacteroidota	1	0	0	0	0	0
GCF_000210915.2	Pseudomonadota	0	0	0	0	0	0
GCF_000211495.1	Pseudomonadota	0	0	0	1	0	0
GCF_000211815.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000212375.1	Bacteroidota	0	0	0	0	0	0
GCF_000212395.1	Bacillota	1	0	0	0	0	0
GCF_000212415.1	Spirochaetota	1	0	0	0	0	0
GCF_000212675.2	Pseudomonadota	1	0	0	0	0	0
GCF_000212695.1	Actinomycetota	0	0	1	1	0	0
GCF_000212735.1	Bacteroidota	0	0	0	0	0	0
GCF_000212915.1	Bacteroidota	1	0	0	0	0	0
GCF_000213235.1	Bacillota	1	0	0	0	0	0
GCF_000213255.1	Bacillota	1	0	0	0	0	0
GCF_000213555.1	Bacteroidota	0	0	0	0	0	0
GCF_000213655.1	Pseudomonadota	0	0	0	1	0	0
GCF_000213905.2	Chlamydiota	0	0	0	0	0	0
GCF_000213975.1	Bacillota	1	0	0	0	0	0
GCF_000214095.2	Pseudomonadota	0	0	0	1	0	0
GCF_000214155.1	Actinomycetota	0	0	1	1	0	0
GCF_000214175.1	Actinomycetota	0	0	1	1	0	0
GCF_000214215.1	Pseudomonadota	0	0	0	1	0	0
GCF_000214235.1	Pseudomonadota	0	0	0	1	0	0
GCF_000214275.2	Pseudomonadota	0	0	0	1	0	0
GCF_000214355.1	Spirochaetota	1	0	0	0	0	0
GCF_000214375.1	Spirochaetota	1	0	0	0	0	0
GCF_000214825.1	Pseudomonadota	0	0	0	1	0	0
GCF_000215085.1	Bacillota	1	0	0	0	0	0
GCF_000215105.1	Actinomycetota	0	0	1	1	0	0
GCF_000215705.1	Pseudomonadota	0	0	0	0	0	0
GCF_000215975.1	Thermodesulfobacteriota	0	0	0	0	0	0
GCF_000217655.1	Spirochaetota	0	0	0	0	0	0
GCF_000217795.1	Thermodesulfobacteriota	0	0	0	0	0	0
GCF_000217815.1	Thermotogota	0	0	0	0	0	0
GCF_000218235.1	Bacteroidota	1	0	0	0	0	0
GCF_000218545.1	Actinomycetota	0	0	1	1	0	0
GCF_000218565.1	Pseudomonadota	1	0	0	0	0	0
GCF_000218625.1	Deferribacterota	1	0	0	1	0	0
GCF_000218855.1	Bacillota	1	0	0	0	0	0
GCF_000218895.1	Bacteroidota	1	0	0	0	0	0
GCF_000219045.1	Pseudomonadota	0	0	0	0	0	0
GCF_000219125.1	Bacillota	1	0	0	0	0	0
GCF_000219725.1	Spirochaetota	1	0	0	0	0	0
GCF_000219915.2	Pseudomonadota	0	0	0	0	0	0
GCF_000220215.1	Bacteroidota	1	0	0	0	0	0
GCF_000220235.1	Bacteroidota	1	0	0	0	0	0
GCF_000220705.2	Actinomycetota	0	0	0	0	0	0
GCF_000220865.1	Pseudomonadota	0	0	0	0	0	0
GCF_000221985.1	Bacillota	1	0	0	0	0	0
GCF_000222305.1	Spirochaetota	0	0	0	0	0	0
GCF_000222485.1	Bacteroidota	1	0	0	0	0	0
GCF_000222975.1	Pseudomonadota	0	0	0	1	0	0
GCF_000223215.1	Spirochaetota	0	0	0	0	0	0
GCF_000224005.2	Pseudomonadota	0	0	0	1	0	0
GCF_000224085.1	Bacteroidota	1	0	0	0	0	0
GCF_000224555.1	Pseudomonadota	0	0	0	0	0	0
GCF_000224615.1	Bacteroidota	1	0	0	0	0	0
GCF_000224675.1	Pseudomonadota	0	0	0	1	0	0
GCF_000225705.1	Actinomycetota	0	0	0	0	0	0
GCF_000225955.1	Pseudomonadota	1	0	0	0	0	0
GCF_000226295.1	Acidobacteriota	0	0	0	0	0	0
GCF_000226315.1	Pseudomonadota	1	0	0	0	0	0
GCF_000226565.1	Pseudomonadota	0	0	0	1	0	0
GCF_000226625.1	Pseudomonadota	1	0	0	0	0	0
GCF_000227665.2	Pseudomonadota	0	0	0	1	0	0
GCF_000227685.2	Pseudomonadota	0	0	0	1	0	0
GCF_000227705.2	Bacillota	1	0	0	0	0	0
GCF_000227745.2	Pseudomonadota	0	0	0	1	0	0
GCF_000230655.2	Thermotogota	0	0	0	0	0	0
GCF_000230695.2	Pseudomonadota	0	0	0	1	0	0
GCF_000230995.2	Pseudomonadota	1	0	0	0	0	0
GCF_000231035.2	Actinomycetota	0	0	1	0	0	0
GCF_000231055.2	Actinomycetota	0	0	1	0	0	0
GCF_000231385.2	Bacillota	1	0	0	0	0	0
GCF_000231405.2	Bacillota	1	0	0	0	0	0
GCF_000233595.1	Pseudomonadota	0	0	0	1	0	0
GCF_000233695.2	Pseudomonadota	0	0	0	0	0	0
GCF_000233715.2	Bacillota	1	0	0	0	0	0
GCF_000233775.1	Synergistota	1	0	0	0	0	0
GCF_000233915.3	Pseudomonadota	0	0	0	1	0	0
GCF_000234055.1	Bacteroidota	1	0	0	0	0	0
GCF_000234095.1	Bacillota	1	0	0	0	0	0
GCF_000234135.1	Bacillota	1	0	0	0	0	0
GCF_000235405.2	Thermotogota	1	0	0	0	0	0
GCF_000235425.2	Actinomycetota	0	0	1	0	0	0
GCF_000235445.1	Bacillota	1	0	0	0	0	0
GCF_000235585.1	Bacillota	1	0	0	0	0	0
GCF_000235605.1	Bacillota	1	0	0	0	0	0
GCF_000235885.1	Bacteroidota	1	0	0	0	0	0
GCF_000236145.1	Pseudomonadota	0	0	0	0	0	0
GCF_000236405.1	Bacteroidota	0	0	0	0	0	0
GCF_000236685.1	Spirochaetota	0	0	0	0	0	0
GCF_000236705.1	Bacteroidota	0	0	0	0	0	0
GCF_000236805.1	Bacillota	1	0	0	0	0	0
GCF_000237085.1	Bacillota	1	0	0	0	0	0
GCF_000237205.1	Chlamydiota	0	0	0	0	0	0
GCF_000237285.1	Pseudomonadota	0	0	0	0	0	0
GCF_000237305.1	Actinomycetota	0	0	1	0	0	0
GCF_000237805.1	Synergistota	1	0	0	0	0	0
GCF_000237825.1	Synergistota	1	0	0	0	0	0
GCF_000237845.1	Pseudomonadota	0	0	0	0	0	0
GCF_000237995.1	Bacillota	1	0	0	0	0	0
GCF_000238055.2	Bacillota	1	0	0	0	0	0
GCF_000238075.1	Bacillota	1	0	0	0	0	0
GCF_000238135.1	Bacillota	0	0	0	0	0	0
GCF_000238255.3	Pseudomonadota	0	0	0	1	0	0
GCF_000238275.3	Pseudomonadota	0	0	0	1	0	0
GCF_000238295.3	Pseudomonadota	0	0	0	1	0	0
GCF_000238395.3	Pseudomonadota	0	0	0	1	0	0
GCF_000238995.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000239275.1	Bacillota	0	0	0	0	0	0
GCF_000239475.1	Spirochaetota	0	0	0	0	0	0
GCF_000240185.1	Pseudomonadota	0	0	0	1	0	0
GCF_000241055.1	Bacillota	1	0	0	0	0	0
GCF_000241465.1	Pseudomonadota	1	0	0	0	0	0
GCF_000241955.1	Pseudomonadota	0	0	0	1	0	0
GCF_000242135.1	Bacteroidota	1	0	0	0	0	0
GCF_000242235.1	Bacillota	1	0	0	0	0	0
GCF_000242255.2	Pseudomonadota	0	0	0	1	0	0
GCF_000242435.1	Bacillota	1	0	0	0	0	0
GCF_000242455.2	Planctomycetota	1	0	0	1	0	0
GCF_000242595.2	Spirochaetota	0	0	0	0	0	0
GCF_000242615.2	Acidobacteriota	0	0	0	0	0	0
GCF_000242635.2	Bacteroidota	0	0	0	0	0	0
GCF_000242915.1	Pseudomonadota	1	0	0	0	0	0
GCF_000243015.1	Bacteroidota	1	0	0	0	0	0
GCF_000243035.1	Bacteroidota	1	0	0	0	0	0
GCF_000243115.2	Bacteroidota	0	0	0	0	0	0
GCF_000243135.2	Bacillota	1	0	0	0	0	0
GCF_000243155.2	Bacillota	1	0	0	0	0	0
GCF_000243215.1	Bacteroidota	0	0	0	0	0	0
GCF_000243235.1	Bacteroidota	1	0	0	0	0	0
GCF_000243335.1	Spirochaetota	0	0	0	1	0	0
GCF_000243395.2	Actinomycetota	0	0	1	0	0	0
GCF_000244895.1	Bacillota	1	0	0	0	0	0
GCF_000244955.1	Actinomycetota	0	0	1	0	0	0
GCF_000244975.1	Actinomycetota	0	0	1	0	0	0
GCF_000245015.1	Pseudomonadota	0	0	0	0	0	0
GCF_000245755.1	Bacillota	1	0	0	0	0	0
GCF_000245795.1	Bacillota	1	0	0	0	0	0
GCF_000246755.1	Spirochaetota	1	0	0	0	0	0
GCF_000246855.1	Bacteroidota	0	0	0	0	0	0
GCF_000247565.1	Pseudomonadota	0	0	0	1	0	0
GCF_000247605.1	Bacillota	1	0	0	0	0	0
GCF_000247715.1	Actinomycetota	0	0	1	1	0	0
GCF_000247855.1	Pseudomonadota	0	0	0	1	0	0
GCF_000250635.1	Bacteroidota	0	0	0	0	0	0
GCF_000250875.1	Pseudomonadota	0	0	0	0	0	0
GCF_000252445.1	Deinococcota	0	0	0	0	0	0
GCF_000252855.1	Bacteroidota	0	0	0	0	0	0
GCF_000253015.1	Pseudomonadota	1	0	0	0	0	0
GCF_000253035.1	Chlamydiota	0	0	0	1	0	0
GCF_000253095.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000253115.1	Pseudomonadota	0	0	0	1	0	0
GCF_000253275.1	Bacteroidota	0	0	0	0	0	0
GCF_000253375.1	Actinomycetota	0	0	1	1	0	0
GCF_000253395.1	Bacillota	1	0	0	0	0	0
GCF_000255115.2	Bacillota	1	0	0	0	0	0
GCF_000255135.1	Thermotogota	1	0	0	0	0	0
GCF_000255295.1	Pseudomonadota	1	0	0	0	0	0
GCF_000255355.1	Pseudomonadota	0	0	0	0	0	0
GCF_000255455.1	Bacteroidota	0	0	0	0	0	0
GCF_000255655.1	Planctomycetota	0	0	0	0	0	0
GCF_000255705.1	Planctomycetota	0	0	0	0	0	0
GCF_000257545.3	Pseudomonadota	0	0	0	1	0	0
GCF_000258175.1	Actinomycetota	0	0	1	0	0	0
GCF_000258405.1	Other	0	0	0	0	0	0
GCF_000258535.2	Bacillota	1	0	0	0	0	0
GCF_000259175.1	Pseudomonadota	0	0	0	0	0	0
GCF_000259275.1	Pseudomonadota	0	0	0	0	0	0
GCF_000260115.1	Bacteroidota	1	0	0	0	0	0
GCF_000260135.1	Pseudomonadota	0	0	0	0	0	0
GCF_000260965.1	Pseudomonadota	0	0	0	1	0	0
GCF_000260985.4	Pseudomonadota	0	0	0	1	0	0
GCF_000261345.2	Actinomycetota	0	0	1	0	0	0
GCF_000262305.1	Pseudomonadota	0	0	0	1	0	0
GCF_000262405.1	Pseudomonadota	1	0	0	0	0	0
GCF_000262445.1	Bacillota	0	0	0	0	0	0
GCF_000262525.1	Pseudomonadota	0	0	0	0	0	0
GCF_000262545.1	Bacteroidota	1	0	0	0	0	0
GCF_000263675.1	Pseudomonadota	0	0	0	1	0	0
GCF_000264455.2	Pseudomonadota	1	0	0	0	0	0
GCF_000264765.2	Pseudomonadota	0	0	0	1	0	0
GCF_000264945.2	Pseudomonadota	1	0	0	0	0	0
GCF_000265295.1	Pseudomonadota	1	0	0	0	0	0
GCF_000265385.1	Bacteroidota	1	0	0	0	0	0
GCF_000265405.1	Bacteroidota	1	0	0	0	0	0
GCF_000265425.1	Acidobacteriota	1	0	0	0	0	0
GCF_000265505.1	Bacteroidota	0	0	0	0	0	0
GCF_000266885.1	Spirochaetota	0	0	0	0	0	0
GCF_000266925.1	Synergistota	1	0	0	0	0	0
GCF_000266945.1	Pseudomonadota	1	0	0	0	0	0
GCF_000269805.1	Actinomycetota	0	0	1	0	0	0
GCF_000269985.1	Actinomycetota	0	0	1	0	0	0
GCF_000270245.1	Actinomycetota	0	0	1	1	0	0
GCF_000273175.1	Bacteroidota	1	0	0	0	0	0
GCF_000275805.1	Actinomycetota	0	0	1	0	0	0
GCF_000276825.1	Actinomycetota	0	0	1	1	0	0
GCF_000277125.1	Actinomycetota	0	0	1	1	0	0
GCF_000277165.1	Pseudomonadota	0	0	0	0	0	0
GCF_000277285.1	Pseudomonadota	0	0	0	0	0	0
GCF_000277795.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000278095.1	Pseudomonadota	1	0	0	0	0	0
GCF_000278135.1	Pseudomonadota	1	0	0	0	0	0
GCF_000278215.1	Pseudomonadota	1	0	0	0	0	0
GCF_000278235.1	Pseudomonadota	1	0	0	0	0	0
GCF_000278255.1	Pseudomonadota	1	0	0	0	0	0
GCF_000278295.1	Pseudomonadota	1	0	0	0	0	0
GCF_000279145.1	Other	0	0	0	0	0	0
GCF_000279995.1	Pseudomonadota	1	0	0	0	0	0
GCF_000280865.1	Actinomycetota	0	0	0	0	0	0
GCF_000280925.3	Pseudomonadota	1	0	0	0	0	0
GCF_000281085.1	Pseudomonadota	0	0	0	1	0	0
GCF_000281175.1	Chloroflexota	0	0	0	0	0	0
GCF_000283575.1	Bacillota	1	0	0	0	0	0
GCF_000283615.1	Bacillota	1	0	0	0	0	0
GCF_000283915.1	Pseudomonadota	0	0	0	0	0	0
GCF_000284155.1	Pseudomonadota	0	0	0	0	0	0
GCF_000284275.1	Pseudomonadota	1	0	0	0	0	0
GCF_000284295.1	Actinomycetota	0	0	1	0	0	0
GCF_000284315.1	Nitrospirota	0	0	0	0	0	0
GCF_000284335.1	Other	0	0	0	0	0	0
GCF_000284355.1	Pseudomonadota	1	0	0	0	0	0
GCF_000284375.1	Pseudomonadota	1	0	0	0	0	0
GCF_000284415.1	Pseudomonadota	0	0	0	0	0	0
GCF_000284515.1	Bacillota	1	0	0	0	0	0
GCF_000284615.1	Pseudomonadota	0	0	0	1	0	0
GCF_000285295.1	Pseudomonadota	1	0	0	0	0	0
GCF_000285495.1	Bacillota	1	0	0	0	0	0
GCF_000285515.1	Bacillota	1	0	0	0	0	0
GCF_000285555.1	Bacillota	1	0	0	0	0	0
GCF_000285595.1	Bacillota	1	0	0	0	0	0
GCF_000285835.1	Actinomycetota	0	0	1	0	0	0
GCF_000286675.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000291095.1	Bacillota	1	0	0	0	0	0
GCF_000295095.1	Actinomycetota	0	0	1	0	0	0
GCF_000296405.1	Actinomycetota	0	0	1	0	0	0
GCF_000296445.1	Actinomycetota	1	0	0	0	0	0
GCF_000296465.1	Bacteroidota	0	0	0	0	0	0
GCF_000297055.2	Pseudomonadota	1	0	0	0	0	0
GCF_000297075.2	Pseudomonadota	0	0	0	1	0	0
GCF_000297395.2	Actinomycetota	0	0	1	0	0	0
GCF_000298075.1	Bacillota	1	0	0	0	0	0
GCF_000298875.1	Bacillota	1	0	0	0	0	0
GCF_000299035.1	Bacillota	1	0	0	0	0	0
GCF_000299335.2	Pseudomonadota	0	0	0	1	0	0
GCF_000299355.1	Bacillota	0	0	0	0	0	0
GCF_000300005.1	Pseudomonadota	0	0	0	1	0	0
GCF_000301035.1	Bacillota	1	0	0	0	0	0
GCF_000302595.1	Bacteroidota	0	0	0	1	0	0
GCF_000304215.1	Actinomycetota	0	0	1	0	0	0
GCF_000305785.2	Pseudomonadota	1	0	0	0	0	0
GCF_000305935.1	Bacillota	0	0	0	0	0	0
GCF_000306945.1	Pseudomonadota	1	0	0	0	0	0
GCF_000306965.1	Bacillota	1	0	0	0	0	0
GCF_000307105.1	Pseudomonadota	0	0	0	1	0	0
GCF_000307165.1	Bacillota	1	0	0	0	0	0
GCF_000307265.1	Bacillota	1	0	0	0	0	0
GCF_000307375.1	Bacteroidota	0	0	0	0	0	0
GCF_000307495.1	Bacteroidota	0	0	0	0	0	0
GCF_000308275.2	Bacillota	1	0	0	0	0	0
GCF_000308295.2	Pseudomonadota	1	0	0	0	0	0
GCF_000309385.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000309885.1	Deinococcota	1	0	0	0	0	0
GCF_000311725.1	Bacillota	1	0	0	0	0	0
GCF_000311745.1	Bacillota	0	0	0	0	0	0
GCF_000311785.1	Bacillota	1	0	0	0	0	0
GCF_000311825.1	Bacillota	0	0	0	0	0	0
GCF_000311845.1	Actinomycetota	1	0	0	0	0	0
GCF_000311865.1	Bacillota	0	0	0	0	0	0
GCF_000311985.1	Bacillota	1	0	0	0	0	0
GCF_000312025.1	Bacillota	0	0	0	0	0	0
GCF_000312045.1	Pseudomonadota	1	0	0	0	0	0
GCF_000312105.1	Actinomycetota	0	0	1	0	0	0
GCF_000312125.1	Actinomycetota	0	0	1	0	0	0
GCF_000312145.1	Bacteroidota	1	0	0	0	0	0
GCF_000312305.1	Bacteroidota	1	1	0	0	0	0
GCF_000312345.1	Actinomycetota	0	0	1	0	0	0
GCF_000312365.2	Bacillota	1	0	0	0	0	0
GCF_000312425.1	Pseudomonadota	1	0	0	0	0	0
GCF_000312445.1	Bacteroidota	1	0	0	0	0	0
GCF_000312485.1	Pseudomonadota	0	0	0	1	0	0
GCF_000312505.2	Bacillota	1	0	0	0	0	0
GCF_000312525.1	Pseudomonadota	1	0	0	0	0	0
GCF_000312545.1	Pseudomonadota	1	0	0	0	0	0
GCF_000312585.1	Pseudomonadota	0	0	0	0	0	0
GCF_000312665.1	Pseudomonadota	1	0	0	0	0	0
GCF_000314005.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000314675.2	Pseudomonadota	1	0	0	0	0	0
GCF_000314855.2	Pseudomonadota	0	0	0	1	0	0
GCF_000314895.2	Pseudomonadota	0	0	0	0	0	0
GCF_000315365.1	Bacillota	1	0	0	0	0	0
GCF_000315445.1	Bacillota	1	0	0	0	0	0
GCF_000315525.1	Pseudomonadota	1	0	0	0	0	0
GCF_000315565.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000316515.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317025.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317105.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317125.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317145.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317435.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317475.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317495.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317535.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317575.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317615.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317675.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317695.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000317835.1	Deinococcota	1	0	0	0	0	0
GCF_000318195.2	Bacteroidota	1	0	0	0	0	0
GCF_000318215.2	Bacteroidota	0	0	0	0	0	0
GCF_000319575.2	Pseudomonadota	0	0	0	1	0	0
GCF_000321005.1	Bacillota	1	0	0	0	0	0
GCF_000321025.1	Bacillota	0	0	0	0	0	0
GCF_000321415.2	Pseudomonadota	0	0	0	0	0	0
GCF_000325705.1	Bacteroidota	1	0	0	0	0	0
GCF_000327045.1	Pseudomonadota	0	0	0	1	0	0
GCF_000327285.1	Bacillota	1	0	0	0	0	0
GCF_000327395.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000328625.1	Bacillota	0	0	0	0	0	0
GCF_000328705.1	Actinomycetota	0	0	1	0	0	0
GCF_000328885.1	Pseudomonadota	0	0	0	1	0	0
GCF_000330885.1	Pseudomonadota	1	0	0	0	0	0
GCF_000331025.1	Pseudomonadota	1	0	0	0	0	0
GCF_000331105.1	Bacteroidota	0	0	0	0	0	0
GCF_000331575.1	Bacillota	1	0	0	0	0	0
GCF_000331715.1	Pseudomonadota	0	0	0	0	0	0
GCF_000331735.1	Pseudomonadota	1	0	0	0	0	0
GCF_000331995.1	Bacillota	1	0	0	0	0	0
GCF_000332115.1	Bacteroidota	0	0	0	0	0	0
GCF_000332155.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000332235.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000332295.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000332315.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000336255.1	Pseudomonadota	0	0	0	1	0	0
GCF_000336555.1	Pseudomonadota	1	0	0	0	0	0
GCF_000338055.1	Actinomycetota	0	0	1	0	0	0
GCF_000340375.1	Bacillota	1	0	0	0	0	0
GCF_000340435.2	Actinomycetota	0	0	1	0	0	0
GCF_000340475.1	Bacillota	1	0	0	0	0	0
GCF_000340565.2	Cyanobacteriota	0	0	0	0	0	0
GCF_000340885.1	Bacillota	1	0	0	0	0	0
GCF_000341345.1	Actinomycetota	0	0	1	0	0	0
GCF_000341355.1	Pseudomonadota	1	0	0	0	0	0
GCF_000341395.1	Pseudomonadota	0	0	0	1	0	0
GCF_000341545.2	Other	1	0	0	0	0	0
