AssemblyAccession	GenomeSize	ProteinCount
GCF_000298875.1	1893499	1768
GCF_000299035.1	5477100	5117
GCF_000299335.2	4168427	3699
GCF_000299355.1	3108248	2857
GCF_000300005.1	4928223	4365
GCF_000301035.1	1897623	1688
GCF_000302595.1	4228921	3471
GCF_000304215.1	2167304	1635
GCF_000305785.2	4300227	3743
GCF_000305935.1	2939057	2739
GCF_000306945.1	4043846	3496
GCF_000306965.1	3836603	3517
GCF_000307105.1	5197905	4461
GCF_000307165.1	2569486	2336
GCF_000307265.1	3108242	2869
GCF_000307375.1	4629061	3604
GCF_000307495.1	4458741	3410
GCF_000308275.2	1713902	1436
GCF_000308295.2	5334146	4839
GCF_000309385.1	6891283	6060
GCF_000309885.1	2401329	2415
GCF_000311725.1	4967913	4740
GCF_000311745.1	2037171	1782
GCF_000311785.1	5060362	4816
GCF_000311825.1	2101866	1924
GCF_000311845.1	2280503	1806
GCF_000311865.1	1773998	1630
GCF_000311985.1	1770670	1544
GCF_000312025.1	1758598	1429
GCF_000312045.1	4188269	3803
GCF_000312105.1	3322119	3263
GCF_000312125.1	3009940	2577
GCF_000312145.1	4017609	3082
GCF_000312305.1	4080115	2707
GCF_000312345.1	2590418	2332
GCF_000312365.2	2265938	2022
GCF_000312425.1	5792259	5642
GCF_000312445.1	2536876	1967
GCF_000312485.1	5050276	4427
GCF_000312505.2	1709677	1590
GCF_000312525.1	2053511	1596
GCF_000312545.1	2002317	1427
GCF_000312585.1	2377862	1660
GCF_000312665.1	6461927	5849
GCF_000314005.1	5323600	4399
GCF_000314675.2	5261968	4921
GCF_000314855.2	4579454	3802
GCF_000314895.2	3896123	3025
GCF_000315365.1	2695031	2582
GCF_000315445.1	1806596	1570
GCF_000315525.1	5532579	5019
GCF_000315565.1	6465655	5379
GCF_000316515.1	3342364	3248
GCF_000317025.1	4986817	4277
GCF_000317105.1	7804270	5851
GCF_000317125.1	6689401	5896
GCF_000317145.1	6761765	6174
GCF_000317435.1	6960392	5437
GCF_000317475.1	8272254	6433
GCF_000317495.1	5620407	4836
GCF_000317535.1	7610589	6123
GCF_000317575.1	5544990	4776
GCF_000317615.1	3781008	3575
GCF_000317675.1	4176973	3442
GCF_000317695.1	7063285	5747
GCF_000317835.1	4513714	4246
GCF_000318195.2	2853490	2095
GCF_000318215.2	2101485	1601
GCF_000319575.2	1739487	1676
GCF_000321005.1	1795828	1625
GCF_000321025.1	1851340	1637
GCF_000321415.2	4002350	3445
GCF_000325705.1	5608040	4368
GCF_000327045.1	4137521	3551
GCF_000327285.1	3811476	3400
GCF_000327395.1	1017512	818
GCF_000328625.1	2649255	2472
GCF_000328705.1	9360653	8232
GCF_000328885.1	4809358	4448
GCF_000330885.1	6686334	6124
GCF_000331025.1	3708362	3204
GCF_000331105.1	6937263	5693
GCF_000331575.1	3575797	3321
GCF_000331715.1	1719192	1421
GCF_000331735.1	10350586	7863
GCF_000331995.1	2974379	2518
GCF_000332115.1	3914632	3385
GCF_000332155.1	6894060	5616
GCF_000332235.1	4263418	3972
GCF_000332295.1	5742264	5001
GCF_000332315.1	5646343	4403
GCF_000336255.1	5272860	4727
GCF_000336555.1	4399548	4156
GCF_000338055.1	3257466	2816
GCF_000340375.1	1945158	1820
GCF_000340435.2	4235765	3746
GCF_000340475.1	3830781	3709
GCF_000340565.2	5462271	4505
GCF_000340885.1	6666445	5689
GCF_000341345.1	3222008	2818
GCF_000341355.1	1596490	1291
GCF_000341395.1	4023512	3498
GCF_000341545.2	3077713	2824
GCF_000341895.1	3646098	3213
GCF_000344785.1	2928683	2580
GCF_000344805.1	8264165	7084
GCF_000346065.1	6693185	5987
GCF_000346485.2	12294410	10021
GCF_000348725.1	2657893	2590
GCF_000348785.1	4830181	4237
GCF_000348805.1	632490	573
GCF_000349325.1	9555950	8328
GCF_000355675.1	3920328	3514
GCF_000355765.4	3261088	2826
GCF_000359525.1	6841649	5740
GCF_000364225.1	6508819	5655
GCF_000364285.1	2559659	2224
GCF_000364325.1	1706966	1509
GCF_000364445.2	6555179	6025
GCF_000364845.1	5358909	4708
GCF_000365005.1	3185912	3052
GCF_000365025.1	2769471	2595
GCF_000367205.1	2526138	2174
GCF_000367525.1	3174691	2922
GCF_000367925.1	3657694	3227
GCF_000367945.1	4313783	3829
GCF_000368025.1	2912642	2590
GCF_000368565.1	4595172	4080
GCF_000368585.1	3458264	3155
GCF_000368725.1	3463506	3078
GCF_000368805.1	3540498	3218
GCF_000368865.1	3388822	3049
GCF_000369005.1	3563334	3235
GCF_000369625.1	3500761	3092
GCF_000371465.1	3505620	3207
GCF_000372745.1	11392659	9311
GCF_000372805.1	3633797	3242
GCF_000372845.1	3912050	3654
GCF_000372865.1	4978464	4278
GCF_000372885.1	4161309	3678
GCF_000373025.1	7220242	6725
GCF_000373085.1	4510688	3729
GCF_000373105.1	7082771	5121
GCF_000373185.1	3455832	2613
GCF_000373205.1	3190628	3033
GCF_000373265.1	4581480	3912
GCF_000373365.1	7891711	6205
GCF_000373385.1	3201518	3082
GCF_000373485.1	4104988	3591
GCF_000373545.1	3358314	2818
GCF_000373785.1	1931022	1753
GCF_000373925.1	7983713	6983
GCF_000373965.1	5021710	4498
GCF_000373985.1	5644283	4666
GCF_000374005.1	4438944	4067
GCF_000374025.1	8129284	6551
GCF_000374045.1	6107890	4872
GCF_000374065.1	6613584	5393
GCF_000374085.1	7547982	6217
GCF_000374105.1	2681803	2441
GCF_000374125.1	5927438	4662
GCF_000374145.1	3409949	3018
GCF_000374165.1	7589313	5738
GCF_000374285.1	2621135	2360
GCF_000374305.1	6167782	5511
GCF_000374325.1	1441290	1380
GCF_000374345.1	3318479	3107
GCF_000374365.1	4917576	4009
GCF_000374405.1	2436793	2304
GCF_000374445.1	8119858	7086
GCF_000374465.1	3364770	3187
GCF_000374485.1	4341282	3868
GCF_000374525.1	4317545	3857
GCF_000374545.1	3475815	3258
GCF_000374565.1	4509444	4200
GCF_000374585.1	3619906	2853
GCF_000374605.1	1740590	1718
GCF_000374625.1	2503561	2335
GCF_000374645.1	3957769	3503
GCF_000374805.1	4151628	3656
GCF_000374825.1	4804136	4276
GCF_000374845.1	6361561	5686
GCF_000376545.2	4830028	4445
GCF_000376665.1	3098881	3032
GCF_000377505.1	6385800	5308
GCF_000377625.1	2845746	2242
GCF_000377665.1	4058777	3600
GCF_000377705.1	3831781	3535
GCF_000377745.1	4068866	3522
GCF_000377765.1	4409254	4183
GCF_000378005.1	1424377	1398
GCF_000378045.1	5364574	4604
GCF_000378085.1	3508589	2487
GCF_000378105.1	3013271	2566
GCF_000378125.1	4343639	3683
GCF_000378145.1	4699563	3949
GCF_000378165.1	2384067	2140
GCF_000378185.1	3985437	3505
GCF_000378205.1	4576607	4165
GCF_000378225.1	2860219	2639
GCF_000378245.1	5925983	5368
GCF_000378345.1	3351270	3039
GCF_000378385.1	7464058	6299
GCF_000378405.1	3964271	2769
GCF_000378425.1	4476185	4039
GCF_000378445.1	5003288	4460
GCF_000378465.1	4304237	4014
GCF_000378485.1	4489248	3869
GCF_000378505.1	4533090	4057
GCF_000378625.1	5484375	4342
GCF_000378765.1	3001811	2709
GCF_000378825.1	5097790	4549
GCF_000378845.1	5464752	4718
GCF_000378965.1	3746647	3465
GCF_000379065.1	5198196	4563
GCF_000379145.1	9484767	8565
GCF_000379425.1	2944170	2692
GCF_000379445.1	2946743	2679
GCF_000379465.1	8536451	7757
GCF_000379525.1	6908745	5749
GCF_000379545.1	3690768	3262
GCF_000379625.1	5861079	5536
GCF_000379645.1	10988507	9759
GCF_000379665.1	4770838	3732
GCF_000379685.1	7688589	7277
GCF_000379705.1	1843677	1611
GCF_000379725.1	4425125	3732
GCF_000379765.1	9536821	7085
GCF_000379805.1	7298817	5362
GCF_000379825.1	6821241	6246
GCF_000379845.1	2427214	2242
GCF_000379885.1	8996452	8173
GCF_000379925.1	2516477	2057
GCF_000379945.1	2214526	1775
GCF_000379965.1	2650108	1964
GCF_000379985.1	2122044	1993
GCF_000380005.1	1877438	1723
GCF_000380025.1	2036468	1970
GCF_000380045.1	1505444	1399
GCF_000380105.1	2416134	2228
GCF_000380125.1	2358538	2291
GCF_000380145.1	2385218	2101
GCF_000380165.1	6429887	5278
GCF_000380185.1	3787626	3404
GCF_000380245.2	5451072	5026
GCF_000380965.1	5675308	4837
GCF_000380985.1	4776693	3682
GCF_000381005.1	2688760	2457
GCF_000381025.1	7104952	5947
GCF_000381065.1	4134382	3783
GCF_000381085.1	2552883	2236
GCF_000381125.1	3532116	3272
GCF_000381265.1	6832523	6136
GCF_000381345.1	4452642	4170
GCF_000381725.1	1941804	1712
GCF_000381745.1	5204311	4365
GCF_000381765.1	2847348	2599
GCF_000381785.1	3799525	3425
GCF_000381885.1	6710579	6106
GCF_000381905.1	6309271	5384
GCF_000381965.1	3282720	3057
GCF_000381985.1	4290651	3783
GCF_000382125.1	3906474	3391
GCF_000382145.1	3176011	2482
GCF_000382165.1	4000424	3610
GCF_000382205.1	7376607	5913
GCF_000382225.1	4253037	3684
GCF_000382245.1	3750691	3420
GCF_000382265.1	3721596	3654
GCF_000382285.1	4119451	3695
GCF_000382305.1	2581302	2457
GCF_000382325.1	3105947	2844
GCF_000382345.1	6594487	5673
GCF_000383275.1	7381819	6366
GCF_000383415.1	4651795	4195
GCF_000383515.1	806507	668
GCF_000383575.1	5447211	4694
GCF_000383595.1	8955726	7530
GCF_000383775.1	3685023	3378
GCF_000383795.1	4030889	3630
GCF_000383855.1	4988792	4381
GCF_000383875.1	3059517	2629
GCF_000383915.1	8704271	7793
GCF_000383955.1	6546036	5151
GCF_000384035.1	4233350	3754
GCF_000384075.1	4687143	4089
GCF_000384115.1	5500153	5065
GCF_000384135.1	2085243	1896
GCF_000384175.1	7458334	6477
GCF_000384195.1	2052877	1677
GCF_000384215.1	9811274	8728
GCF_000384235.1	2356686	2148
GCF_000384295.1	10858503	9456
GCF_000384965.1	1624667	1336
GCF_000385435.1	1680471	1424
GCF_000385945.1	7905758	6772
GCF_000388175.3	1402636	1311
GCF_000389675.2	1991579	1779
GCF_000393015.1	2870381	2643
GCF_000393975.1	5490614	5142
GCF_000393995.1	3580916	3156
GCF_000394015.1	3601841	3276
GCF_000394035.1	3931286	3463
GCF_000394055.1	3559587	3171
GCF_000397065.2	4020008	3582
GCF_000400635.2	8982090	8111
GCF_000400735.1	4078922	3786
GCF_000400855.1	921093	681
GCF_000400935.1	1123322	980
GCF_000400955.1	1107344	986
GCF_000402035.1	6964487	6266
GCF_000403195.1	5464209	4268
GCF_000403355.2	2955616	2411
GCF_000403375.2	4781233	4185
GCF_000403725.1	2251282	2063
GCF_000404125.1	4717274	3564
GCF_000406945.1	2822228	2613
GCF_000407205.1	3060724	2615
GCF_000407225.1	2545099	2313
GCF_000407245.1	4614282	4437
GCF_000407285.1	2604038	2542
GCF_000409775.1	5070590	4573
GCF_000411155.1	1906711	1633
GCF_000411375.1	2722973	2300
GCF_000411515.1	2988328	2311
GCF_000412335.2	4886981	4398
GCF_000412675.1	6156701	5368
GCF_000412995.1	2693493	2336
GCF_000413035.1	2727508	2208
GCF_000413055.1	2530388	2241
GCF_000413895.1	4066694	3503
GCF_000413935.1	3897684	3448
GCF_000415505.1	9848774	7780
GCF_000417735.2	1051102	919
GCF_000418365.1	2751233	2330
GCF_000419445.1	2944984	2713
GCF_000420325.1	3947342	3642
GCF_000420365.1	1358385	1296
GCF_000420485.1	3701832	3373
GCF_000420605.1	2183019	1917
GCF_000420665.1	3400379	3322
GCF_000420705.1	6008309	4868
GCF_000420785.1	2077809	1929
GCF_000421145.1	4802534	4410
GCF_000421165.1	3830061	3446
GCF_000421185.1	3852644	3462
GCF_000421625.1	2263010	2256
GCF_000422265.1	2982326	2620
GCF_000422285.1	4667344	3932
GCF_000422305.1	3416011	3016
GCF_000422325.1	2836070	2583
GCF_000422365.1	2966206	2674
GCF_000422385.1	2809959	2588
GCF_000422405.1	3115873	2755
GCF_000422425.1	5325321	4388
GCF_000422445.1	5027965	4307
GCF_000422465.1	6968425	6065
GCF_000422505.1	6760575	5848
GCF_000422525.1	3401714	2911
GCF_000422565.1	3419064	3223
GCF_000422585.1	4254862	3286
GCF_000422625.1	3009872	2376
GCF_000422645.1	4296027	3870
GCF_000422665.1	3885737	3403
GCF_000422685.1	3441043	3074
GCF_000422705.1	4002854	3399
GCF_000422725.1	4638566	3967
GCF_000422745.1	3017924	2750
GCF_000422765.1	4391552	4099
GCF_000422805.1	4856512	4597
GCF_000422825.1	4060447	3589
GCF_000422845.1	4505834	3906
GCF_000422865.1	3709807	3196
GCF_000422885.1	7048723	6242
GCF_000422925.1	4332940	3967
GCF_000422945.1	3445768	3005
GCF_000422965.1	5230452	4783
GCF_000422985.1	2954426	2754
GCF_000423005.1	4430943	3639
GCF_000423025.1	3330647	3013
GCF_000423045.1	3269398	2937
GCF_000423065.1	3513826	3121
GCF_000423105.1	2707549	2733
GCF_000423125.1	4258722	3839
GCF_000423145.1	1573767	1391
GCF_000423185.1	7413714	6915
GCF_000423205.1	3038127	2669
GCF_000423225.1	4839203	4457
GCF_000423245.1	1385752	1278
GCF_000423285.1	3110307	2889
GCF_000423325.1	2722122	2504
GCF_000423345.1	4502291	3701
GCF_000423425.1	2747076	2655
GCF_000423445.1	2938072	2524
GCF_000423465.1	3623963	3200
GCF_000423485.1	2035623	1806
GCF_000423505.1	2223047	1996
GCF_000423525.1	2411055	2244
GCF_000423545.1	6027681	5429
GCF_000423565.1	7600634	6223
GCF_000423585.1	3764506	3281
GCF_000423605.1	4743148	4144
GCF_000423625.1	5056835	4693
GCF_000423645.1	3554982	3325
GCF_000423665.1	9313965	8435
GCF_000423705.1	4623171	4163
GCF_000423725.1	2121372	1983
GCF_000423745.1	2103464	2005
GCF_000423765.1	2290936	2179
GCF_000423785.1	2081554	1893
GCF_000423805.1	5084548	4666
GCF_000423825.1	2958498	2853
GCF_000423845.1	1729593	1706
GCF_000423865.1	1871474	1887
GCF_000423905.1	2165150	2191
GCF_000424025.1	3561289	3425
GCF_000424065.1	3387070	3090
GCF_000424665.1	3544726	3081
GCF_000424985.1	4480165	3608
GCF_000425005.1	2335946	2271
GCF_000425025.1	1883536	1717
GCF_000425065.1	8385432	7406
GCF_000425105.1	2677837	2585
GCF_000425125.1	5247653	4518
GCF_000425145.1	4021020	3352
GCF_000425185.1	4620652	4208
GCF_000425265.1	4092653	3569
GCF_000425305.1	3976448	3440
GCF_000425345.1	4351767	3877
GCF_000425365.1	3834117	3685
GCF_000425385.1	6110349	5636
GCF_000425405.1	4930960	4412
GCF_000425425.1	4244138	3503
GCF_000425445.1	4823485	4034
GCF_000425465.1	3192093	2776
GCF_000425485.1	3774544	3276
GCF_000425505.1	3631041	3064
GCF_000425565.1	2220236	2099
GCF_000425585.1	4686152	3903
GCF_000425625.1	5017423	4473
GCF_000425645.1	3089149	2629
GCF_000425665.1	1869681	1618
GCF_000425705.1	3845569	3867
GCF_000425725.1	2876467	2607
GCF_000425745.1	4655082	4093
GCF_000425785.1	5415134	4890
GCF_000425805.1	5697807	5160
GCF_000425825.1	2109822	2138
GCF_000425845.1	2345682	2354
GCF_000425865.1	2134509	1930
GCF_000425905.1	1542852	1318
GCF_000426225.1	4469042	3848
GCF_000426305.1	3263520	2892
GCF_000426365.1	3159341	2825
GCF_000426445.1	4094970	3474
GCF_000426465.1	4118409	3644
GCF_000426505.1	4626718	4234
GCF_000426525.1	4854484	4523
GCF_000426545.1	6326414	5390
GCF_000426565.1	2668851	2163
GCF_000426625.1	3539325	3253
GCF_000426645.1	5820860	4995
GCF_000426685.1	4460203	3960
GCF_000426705.1	3949848	3637
GCF_000426725.1	6344326	5001
GCF_000426765.1	3823881	3371
GCF_000426825.1	2954967	2536
GCF_000426905.1	4445648	3923
GCF_000427095.1	3437861	2865
GCF_000427365.1	2880076	2225
GCF_000427385.1	5022295	4334
GCF_000427405.1	6221030	4773
GCF_000427425.1	2499862	2362
GCF_000427445.1	4103433	3513
GCF_000427465.1	6850303	6065
GCF_000427625.1	5029135	4344
GCF_000427645.1	3920299	3505
GCF_000427665.1	5698370	5083
GCF_000427785.1	6111684	5348
GCF_000427825.1	4526423	4087
GCF_000427865.1	2917684	2656
GCF_000427885.1	5735294	5223
GCF_000427905.1	4196086	3632
GCF_000427965.1	5053571	4276
GCF_000428045.1	4588530	4178
GCF_000428065.1	4185101	4110
GCF_000428125.1	3633399	2931
GCF_000428145.1	3968450	3563
GCF_000428465.1	5586102	4581
GCF_000428485.1	3625890	3284
GCF_000428525.1	3208823	2998
GCF_000428585.1	5798664	4877
GCF_000428725.1	5534630	4643
GCF_000428745.1	2203313	1922
GCF_000428765.1	2579573	2559
GCF_000428785.1	2118625	2018
GCF_000428805.1	2910197	2554
GCF_000428825.1	3782107	3316
GCF_000428845.1	6287614	5277
GCF_000428885.1	3289813	2902
GCF_000428905.1	4363047	3661
GCF_000428945.1	9478888	8187
GCF_000428965.1	2560738	2366
GCF_000428985.1	4380400	4114
GCF_000429005.1	3709060	3334
GCF_000429025.1	9537556	8393
GCF_000429045.1	5245321	4821
GCF_000429065.1	2647044	2370
GCF_000429085.1	7070406	6109
GCF_000429105.1	2294128	1886
GCF_000429125.1	4042904	3535
GCF_000429145.1	3783840	3375
GCF_000429185.1	5968963	4693
GCF_000429225.1	3531393	2716
GCF_000429245.1	2498023	2016
GCF_000429265.1	3420019	2658
GCF_000429305.1	5767550	4804
GCF_000429325.1	4705742	4155
GCF_000429345.1	3060447	3108
GCF_000429365.1	4728486	4329
GCF_000429405.1	4431678	3827
GCF_000429425.1	4152949	3564
GCF_000429445.1	5783376	4773
GCF_000429465.1	4712065	3957
GCF_000429485.1	4878345	4334
GCF_000429505.1	4413269	3972
GCF_000429525.1	3272318	3214
GCF_000429545.1	4989751	3914
GCF_000429565.1	3670548	3321
GCF_000429585.1	2267201	2179
GCF_000429605.1	3341181	3154
GCF_000429625.1	6512377	5872
GCF_000429645.1	5455784	4654
GCF_000429665.1	4025691	3715
GCF_000429685.1	4418137	4265
GCF_000429705.1	4023079	3879
GCF_000429725.1	3519702	3200
GCF_000429745.1	2166541	1618
GCF_000429765.1	4523636	4280
GCF_000429785.1	3425989	3148
GCF_000429825.1	5051029	4521
GCF_000429845.1	4634066	4002
GCF_000429865.1	3713661	3516
GCF_000429925.1	4481975	3776
GCF_000429945.1	5800571	4710
GCF_000429965.1	4796810	3877
GCF_000429985.1	3909169	3440
GCF_000430005.1	3359127	2700
GCF_000430025.1	2880663	2693
GCF_000430045.1	4688964	4342
GCF_000430445.1	3895973	3653
GCF_000430505.1	4030713	3303
GCF_000430525.1	2800206	2308
GCF_000430545.1	4124462	3618
GCF_000430585.1	3310509	3062
GCF_000430605.1	3338457	3079
GCF_000430625.1	4247673	4033
GCF_000430645.1	6245252	5428
GCF_000430685.1	3242009	3042
GCF_000430705.1	4585800	4242
GCF_000430725.1	8786776	7662
GCF_000430745.1	4171218	4136
GCF_000430765.1	5052265	4836
GCF_000430785.1	5411691	5044
GCF_000430805.1	3685547	3423
GCF_000430825.1	4214564	3855
GCF_000430845.1	4439376	3917
GCF_000430885.1	3471050	3355
GCF_000430995.1	2644756	2339
GCF_000439105.1	4020458	3794
GCF_000439435.1	1086278	1088
GCF_000439455.1	945296	853
GCF_000439735.1	2658507	2529
GCF_000439775.1	1481598	1022
GCF_000442255.1	5689389	5396
GCF_000442275.2	3682761	3529
GCF_000442315.1	3163144	2509
GCF_000442645.1	2833547	2555
GCF_000444995.1	4873118	4545
GCF_000447675.1	2889325	2445
GCF_000454025.1	10246864	9374
GCF_000454065.1	4433503	4179
GCF_000454545.1	5270756	4241
GCF_000455225.1	2737487	2403
GCF_000455265.1	5584690	4859
GCF_000455445.1	3217068	2407
GCF_000455605.1	2993089	2685
GCF_000464745.1	5499124	4655
GCF_000464785.1	5509943	4644
GCF_000464805.1	5574394	4700
GCF_000468015.1	3096487	2719
GCF_000468055.1	2340885	2021
GCF_000468495.1	3796022	3298
GCF_000468615.2	4635105	3882
GCF_000468955.1	2427048	2238
GCF_000469325.1	3271684	2925
GCF_000469465.1	1604508	1426
GCF_000469585.1	2825161	2502
GCF_000470255.1	1991016	1844
GCF_000470765.1	1104552	931
GCF_000470775.1	2686418	2220
GCF_000470885.1	6231823	5549
GCF_000471025.2	1067202	905
GCF_000472525.1	7679067	6557
GCF_000472665.1	4050072	3625
GCF_000472825.1	8410967	7148
GCF_000472905.1	3398558	3185
GCF_000473085.1	5817514	5243
GCF_000473145.1	4642596	4276
GCF_000473165.1	5344253	4811
GCF_000473205.1	5049234	4657
GCF_000473225.1	4948550	4616
GCF_000473245.1	4884713	4708
GCF_000473265.1	8693468	8213
GCF_000473325.1	5344419	5131
GCF_000473365.1	5168091	4445
GCF_000473995.1	5107814	4199
GCF_000474945.1	4186503	3756
GCF_000477415.1	564395	538
GCF_000478885.1	2862526	2260
GCF_000479045.1	3068248	2862
GCF_000482365.1	2254407	1704
GCF_000482465.1	7555966	6059
GCF_000482485.1	4238191	4039
GCF_000482705.1	5048579	4468
GCF_000482725.1	4745897	3924
GCF_000482785.1	5185168	4318
GCF_000482805.1	2767614	2625
GCF_000482825.1	2048874	2051
GCF_000482845.1	3804739	2148
GCF_000482865.1	7278759	6128
GCF_000483125.1	1657369	1457
GCF_000483165.1	924993	953
GCF_000483485.1	2443034	2203
GCF_000484535.1	4724791	4429
GCF_000484655.1	4508468	4000
GCF_000485905.1	1926631	1840
GCF_000487995.1	2332248	2118
GCF_000488215.1	2668938	2478
GCF_000488275.1	3148512	2874
GCF_000494755.1	9376071	8514
GCF_000495435.3	3988233	3732
GCF_000497445.1	9782257	8075
GCF_000498295.1	1829043	1716
GCF_000498975.2	6247860	5623
GCF_000499525.1	3735762	3451
GCF_000499665.2	1353450	1232
GCF_000499785.1	5025334	4124
GCF_000500935.1	1160554	999
GCF_000503215.1	6419614	5771
GCF_000503895.1	3653837	3299
GCF_000504085.1	2169860	2081
GCF_000504105.1	2165165	2081
GCF_000504145.1	5443019	4821
GCF_000504245.1	5551297	4996
GCF_000504285.1	9918887	8311
GCF_000504305.1	4257954	3331
GCF_000504585.2	5385946	4687
GCF_000505725.1	1858987	1412
GCF_000507245.1	3782798	3167
GCF_000507845.1	2369528	2023
GCF_000508225.1	1196717	868
GCF_000508245.1	702511	760
GCF_000510645.1	3657623	3415
GCF_000510805.1	2459805	2022
GCF_000511175.1	3246830	2802
GCF_000511355.1	4650996	4240
GCF_000511955.1	3216692	2950
GCF_000512145.1	1030684	931
GCF_000512205.2	6580298	6019
GCF_000512235.1	3759482	3476
GCF_000512735.1	1521037	1599
GCF_000512915.1	3076856	2444
GCF_000513295.1	4365796	4041
GCF_000513835.1	3753311	3440
GCF_000514055.1	7295516	6068
GCF_000514815.1	5234686	4500
GCF_000515255.1	4176524	3744
GCF_000515335.1	4772825	4334
GCF_000515355.1	5802150	5166
GCF_000515395.1	5585780	5047
GCF_000517025.1	2884521	2626
GCF_000517065.1	4122270	3168
GCF_000517085.1	5982061	4431
GCF_000517305.1	5986012	5014
GCF_000517365.1	1132591	1161
GCF_000517425.1	5159425	4377
GCF_000517565.1	1819992	1828
GCF_000518125.1	1575698	1368
GCF_000518205.1	2067037	1931
GCF_000518245.1	3420763	2995
GCF_000518265.1	9353665	8034
GCF_000518305.1	922439	679
GCF_000518485.1	3343709	3013
GCF_000518545.1	3266753	2452
GCF_000518565.1	2455744	2327
GCF_000518605.1	4798688	4058
GCF_000518645.1	6748240	6035
GCF_000518665.1	4029781	3765
GCF_000518685.1	2579248	2132
GCF_000518725.1	977957	822
GCF_000518745.1	2746431	2341
GCF_000518765.1	3587803	3009
GCF_000518785.1	4976687	4656
GCF_000518805.1	4971480	4266
GCF_000519045.1	3627226	3440
GCF_000519125.1	3627185	3261
GCF_000519185.1	9627966	8433
GCF_000519205.1	8777509	8034
GCF_000519265.1	3761451	3313
GCF_000519325.1	5521807	4944
GCF_000519345.1	4765806	4557
GCF_000520015.2	5488183	4749
GCF_000521505.1	4764126	4266
GCF_000521695.1	2131927	1920
GCF_000521725.1	2340975	2042
GCF_000522985.1	7479215	6261
GCF_000524555.1	760240	581
GCF_000525635.1	9874926	8613
GCF_000550805.1	2931780	2547
GCF_000565175.1	1175131	1063
GCF_000565215.1	1075953	931
GCF_000565485.1	3580413	3309
GCF_000568815.1	3175729	3207
GCF_000568975.1	2288919	1798
GCF_000576145.2	2729888	2390
GCF_000576425.1	4188165	3638
GCF_000576555.1	5252070	4428
GCF_000577275.2	7569648	6712
